ndvi_atual,variacao_ndvi_15d,temperatura_media_7d,precipitacao_acumulada_30d,radiacao_solar_media,tipo_cultura,dias_apos_plantio,risco_estresse
0.7346439598158899,0.19753268472187152,26.386909461043444,262.0976195945674,20.361313907993864,2,54,0
0.45988032059668293,0.05645759217071267,17.97144973925575,73.81709414604764,17.072678430071615,2,126,0
0.8040502943273337,-0.15308715168377043,29.22933566846941,146.68922228999483,11.501116607760405,5,106,0
0.6718417838286784,0.14740500039617987,18.91072070083413,8.915164006929988,29.819439720717973,1,25,1
0.17722542526787263,-0.2493114625937568,16.5239583474464,2.664057979934653,13.495474534500968,1,148,1
0.9000103283421399,0.16465070066926984,27.466695835721524,211.63596628183936,15.106169499520876,2,19,0
0.7241345556320895,0.05399113334580813,31.3843362511657,35.48808673968021,14.718315249892356,4,41,1
0.7445727303271021,-0.23354980896215904,36.353682660159826,164.34247113324528,28.158828133714064,5,109,1
0.20505317879394763,-0.25229666214457785,34.57088884885759,208.80224466300598,25.273767854470606,3,79,2
0.4693164690743651,0.15050180006187747,36.4310128189137,9.670375868891778,19.146595988786732,3,66,2
0.4040543798707167,-0.12423845609769771,34.00171927052226,134.6224197437046,29.108460679037183,5,138,1
0.8599472908558535,0.2335811104603281,32.580984922653485,205.24558109575193,11.055667615728835,1,119,0
0.627969398466145,0.1572438126181056,15.253439228517491,266.919296356455,27.873407624433042,5,144,0
0.7746645228820807,0.11891414683062962,30.652557795230262,89.76903018049694,11.208546713763184,2,42,0
0.4635996430384116,-0.13283636841992943,18.01204510347794,292.26495890529907,17.822613918691275,2,127,0
0.28633575186351706,0.12536671141297073,16.466678308313526,253.36244989790922,11.080097567529794,5,31,0
0.5547595253529846,0.2688886107089004,18.910303802641387,195.1905216245563,29.979379835153704,4,120,0
0.15233015000542377,-0.24506409937765863,35.58230403604375,117.57765217383935,28.287790050012035,3,82,2
0.7786575610339174,-0.10430241479786037,33.59623482750054,213.33311285984956,21.695979104924625,2,89,0
0.6179648072800932,-0.15919664072304351,38.71931013013031,244.857980721106,14.356891479964911,3,17,0
0.7216319468700065,-0.06404991935959997,39.47440646626026,90.9899624659672,15.535554503949385,4,131,0
0.39071129386649206,0.14539959291236781,37.33209965934955,297.8490194721088,18.990867321142407,1,41,0
0.8959723800038207,-0.015454451144768067,18.32315127442498,272.5858109263917,16.455603649846914,1,89,0
0.8323593194842022,0.04243836367214776,36.95956852312451,145.6504321028768,10.426278108698813,2,24,0
0.7382744676004848,-0.11150706715299458,35.96592836971613,216.84897473261856,23.12512016234269,3,138,0
0.25960374043861345,-0.21522643974773967,36.777146496492435,157.20266838563455,22.268558081866026,5,48,2
0.4827112230561681,-0.13983981063736287,18.792140427912287,228.27916565910786,28.086214064376815,2,114,0
0.1359190879455276,0.2158081807451922,17.91979569433294,248.09466116339442,19.53708080210901,4,114,0
0.22651738349538925,0.06145017729204627,38.09522198960204,6.966766547112757,16.894179235967755,5,82,2
0.6601001416588128,-0.07320679608165975,19.345666228362614,23.739608910194775,20.230343658355338,3,18,0
0.7107049678444101,0.17394358904135254,24.21554327606503,100.94022476301811,13.893899817916793,5,41,0
0.8933579805960522,-0.26132554052705476,26.399621237351507,275.28408978970486,22.510807036495727,5,91,0
0.3671767936732846,-0.14766534724656857,18.11106319573911,119.4820749430169,25.40065765580323,4,80,2
0.40377695894859256,-0.16193810756559643,15.515857200813684,266.25366456057725,13.069234267513842,2,87,0
0.48503576524616254,0.29121873730093323,39.8522617441779,138.73017378952588,16.367664352706583,2,37,1
0.2553665144491143,0.12365914943565615,36.91643112087402,86.65587609347202,27.356019587327975,5,80,2
0.20653563437508676,0.0706715618331325,37.80844823376593,270.19355491874853,20.110634972676436,3,12,0
0.49007803950526574,-0.29700902082331626,22.11407673180296,168.20123067560326,20.636732933550935,1,72,1
0.286065666221725,-0.18941399874608555,20.502539318635975,108.14528850901239,24.44816394106703,4,13,0
0.6492474756396585,0.08132477578384695,25.646663954385666,13.32210108834504,21.55785630442653,2,99,1
0.4584645734753112,-0.07216840411100056,26.332984224450172,33.27993973446717,11.391595361476384,5,85,2
0.7827961207674268,0.2545682302074365,15.139985971606016,41.79309829245915,26.079234237260714,5,127,0
0.6742173836418442,0.15883453148505472,34.48132781399582,109.45088712318189,28.456720744969356,1,69,1
0.35614064593327366,-0.031569556317528,39.91667595355043,182.1998867233032,11.065544659816243,5,24,0
0.7824530371440649,0.14970898652296227,28.217271752552236,92.27703432657896,12.42499512915102,5,35,0
0.7599067731473775,0.2852425942957329,24.70646737531128,19.658290129440058,24.03950404414961,4,122,0
0.41773227080474307,-0.02341150517911761,24.81879733053008,79.44262119520013,22.08947865029051,2,143,1
0.33642904522280015,0.08551553273312001,17.401928304302515,122.60449526988305,17.650339979434918,4,9,0
0.65964631325948,0.2511987690367771,21.654045459100296,297.6809786016987,20.784972978807428,5,101,0
0.21459703655963405,-0.15079520277829603,27.55331971586578,117.8960714252816,24.066771360021175,5,72,2
0.26392472602958883,0.23193474819976695,25.796200028367434,26.75862562423319,20.089529237618585,3,38,1
0.10603706119582453,-0.2414731759362104,28.625868643577753,174.33444434218003,12.803766492712985,4,76,1
0.7452779895517535,0.08906890235258791,36.22664121593517,275.8920217878869,11.788720582665803,2,140,0
0.6451777024054663,0.16970289303347058,20.6310575674903,236.00870965852502,18.777174703767635,2,29,0
0.6782356104735948,0.06876373155145565,15.6916045226578,250.865492756171,28.457695156976676,4,125,0
0.7401978054380137,-0.0026791175084741603,15.955636132068518,278.46953883069915,21.155583494169875,3,13,0
0.4763109359414388,0.07040825995541161,18.354220132671458,190.9630510156614,17.16440138035698,2,108,0
0.566367780681373,-0.20900177473233325,29.262074620110063,298.4768191960496,28.17412339042071,4,11,0
0.2146335384646791,-0.170657573801869,35.20462025094812,9.984470963895243,17.77264312357876,2,9,2
0.19391466029949822,-0.13806039362619482,37.17014848201579,250.45190284306867,20.182929618687503,3,5,0
0.6480904286681868,0.058667604378022875,30.877830049374282,257.1032008566785,12.329986612574423,2,120,0
0.48629888903736873,-0.03485935575295773,25.078581311272337,275.0101172285895,24.74801891038762,5,86,0
0.5634936073145749,-0.15331449450849627,18.862867703903685,143.45083729075472,24.006059142874314,5,103,1
0.727299063081141,0.2296855992867481,25.035458486086974,236.32677708618,25.88487985718658,3,23,0
0.6204690224004845,-0.07564689582406595,23.310378347694588,58.52411973635394,16.50382626855527,4,138,0
0.5539351085395566,-0.032380968462065285,36.75064702142844,180.9390675534643,18.72106438132384,1,121,0
0.5585498718112392,-0.05417935407060326,27.167984435265183,107.59354570903842,13.366834230543967,5,73,0
0.349239080411342,-0.1908342268339484,20.65489749886322,178.85209519859265,29.290097521929987,2,134,0
0.12527062434571032,0.13897620925814003,22.220026670394496,202.66815214749008,11.721546948157652,5,21,0
0.4581082591705372,-0.03092504263868523,18.411754113567227,104.12060002385365,22.980266073496146,5,43,1
0.275959431712014,-0.29024573406436893,37.96463622672828,64.87148979086159,24.105147891303723,1,7,2
0.43499348785420167,0.27840822141587823,16.258646155911713,96.50637265780043,13.154729473019593,1,24,0
0.7997905200798963,0.1894581669572482,15.321156213897355,199.18717353223278,17.306464116609796,4,126,0
0.2918303784095794,0.134135612455082,19.57472333817172,203.06227010184315,10.862531335249665,5,61,0
0.14780824818503413,0.22145512231111736,35.271850447765644,222.39508080722968,21.13216515173282,4,96,0
0.3307347914580372,0.2440843521633302,28.08666966577703,37.9609825718118,29.898762856472484,1,132,1
0.3407468813686806,-0.0975061761693368,30.646082184424657,245.55521707633847,18.597699136443175,4,114,0
0.6427715420760539,0.06657520705001918,23.94329188539337,206.44434046228665,29.80016440745873,2,59,0
0.5567663649198483,0.06528468552335653,16.71694963872925,9.151523007191752,12.52450847617925,5,52,1
0.7427965314672591,-0.1396201987136418,36.40395406230421,100.67935483051524,17.849086865355915,5,16,1
0.6447371030684578,-0.16682864913175968,19.797356803135187,140.01337677194314,28.039299400969437,4,124,0
0.4332372263808578,-0.23165564710858674,15.826480013627867,108.18524711604444,27.53390963314944,3,147,0
0.7674967154261485,0.09558851754987169,29.317603398329844,35.225066462523934,16.471831557395685,2,75,1
0.23691779432431723,0.1685513946184679,17.082230509615027,62.20388535150211,23.57221167536663,5,74,1
0.1186238999697656,0.15657178771020225,17.394046296495855,7.368418473039762,27.723203431155813,1,127,2
0.17383924583602625,-0.11023477368901538,35.00942578706313,27.92314840576885,25.337549323064554,1,51,2
0.6923346674890892,-0.17684408972087867,27.290239732949885,79.89003531736343,22.56952393865835,1,60,2
0.4787393288061377,-0.027831492927226864,21.037711306178576,245.99107969071918,13.051512291200451,3,134,0
